path,sha256,category,line,excerpt
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,141,4 Syzygy theorem
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,142,Theorem 4.1(Coefficient syzygy).The three numerator coefficients satisfy
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,155,5 Exact-dark component theorem
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,158,Theorem 5.1(Exact-dark locus).The exact-dark direction locus is
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,186,6 Endpoint support lemma
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,187,"Lemma 6.1(Endpoint support bound).For every direction v, everyj,k≥0, and either"
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,205,7 Three-stratum theorem
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,206,"Theorem 7.1(Complete diagonal-family trichotomy).For every v∈R4, exactly one of the"
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,257,"Finally, ifℓ=Q = 0, theorem 4.1 givesR = 0, so the complete selected numerator is zero."
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,263,8 Positive-power-law family theorem
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,267,Lemma 8.1(Positive-weight support criterion).Let
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,288,Theorem 8.2(Family-wide positive-power-law stability).Let
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,301,"Proof. In stratum I,(1, 3)is present. By baseline darkness and lemma 6.1, every support"
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,311,The result now follows from lemma 8.1 and continuity of the corresponding analytic factors
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,theorem_like,313,Corollary 8.3(Newton polyhedra of the fibres).With the convention
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,scope_warning,416,"12 Scope, reproducibility and transparency"
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,scope_warning,417,"Scope statement12.1.The results are finite-dimensional, local near(t,ε) = (0, 0), tied to the"
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,correction,120,convention is
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,correction,313,Corollary 8.3(Newton polyhedra of the fibres).With the convention
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,release_label,425,"of the selected cofactor, determinant and moment-word calculations. The sealed TF1 archive"
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,478,"trapping”. In:Physical Review Letters61.7, pp. 826–829.doi:10.1103/PhysRevLett.61."
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,483,"Chemical Physics92.9, pp. 5363–5376.doi:10.1063/1.458514."
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,485,"from input/output functions”. In:Regelungstechnik14, pp. 545–548.doi:10.1524/auto."
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,489,doi:10.1137/0320015.
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,494,pp. 1299–1320.doi:10.1137/22M1509825.
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,497,pp. 490–504.doi:10.1137/0319029.
_GF1_WORK/FRESH/NP1/M3A_NEWTON_PROTOCOL_ATLAS_NP1/INPUTS/M3A_Diagonal_Family_Trichotomy_Paper_R1_1.pdf,36b27ccef80998fd43517be20d7915772d24a8f9d055b8abd0532054761f0013,doi,499,"multilevel quantum systems”. In:Physical Review A113.1, 013723.doi:10.1103/k7vj-"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,57,2. Stage definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,59,Definition for this stage
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,130,"Prove the finite moment theorem; determine full, trace-structured, symmetry-reduced, and reachable-subspace"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,147,5. Theorem and proposition targets
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,147,5. Theorem and proposition targets
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,158, P1. Closed-system embedding theorem showing agreement with M3A channel-access conclusions for linear
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,173, Trace-one geometry: density matrices form an affine set; distinguish the full operator-space linear theorem
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,175, Positivity: a formal linear superoperator theorem does not by itself imply a physical CPTP Lindblad process.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,182,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,193,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,203,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,215,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,226,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,234,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,245,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,256,Definition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,273, A formal M3A-Open definition and theorem/proposition set with hypotheses and counterexamples.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,273, A formal M3A-Open definition and theorem/proposition set with hypotheses and counterexamples.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,273, A formal M3A-Open definition and theorem/proposition set with hypotheses and counterexamples.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,296, 4. Archive the exact superoperator-level object or a canonical action definition so equivalent jump
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,theorem_like,349,"Finite readout theorem, reachable/minimal-polynomial refinement, dual formulation, and block"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,scope_warning,110,Do not claim that linear versus quadratic onset uniquely identifies an environment without model
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,scope_warning,118,SUPPORTED / REFINED / FALSIFIED / INCONCLUSIVE / NOT TESTED statuses.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,scope_warning,169, Vectorization dependence: matrix representations depend on vec convention; physical readouts must not.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,scope_warning,367,Every major claim is tagged SUPPORTED / REFINED / FALSIFIED / INCONCLUSIVE / NOT
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,correction,169, Vectorization dependence: matrix representations depend on vec convention; physical readouts must not.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_4_Formulate_M3A_Open_Prompt_REVISED.pdf,0af67a30e68ffa3cf0d46d0cff8d852eef29f1ffd7c83373876b93dfe39e3cbf,correction,290," 1. Archive H, every jump operator/rate, rho_0, readout F, basis ordering, vectorization convention, and units."
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,22,"theorem on a deliberately embedded arbitrary map is calibration, not a Stage-5 discovery."
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,33,Definition for this stage
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,50,"theorem. Physical support blocks, source access, selected readout visibility, and entropy/mixedness"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,75,2. Stage definition and terminology discipline
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,77,Definition for this stage
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,89,complex/trivialized map exists; spectral flow or a chiral index only in its proper theorem class.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,108," Topologically protected channel: prohibited unless a stronger theorem identifies the relevant physical invariant,"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,111,equivalence theorem is supplied.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,145,7. Prove an exact-family reduction theorem for that map: Phi(x)=0 iff the intended exact readout
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,151,known index itself as M3A novelty unless a new theorem links it to a declared channel/readout
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,167,"theorem, but they do not by themselves demonstrate emergent or intrinsic M3A topology. A Stage-5 pass"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,180,omitted constraints are redundant by theorem within the chosen family.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,213,5. Theorem and proposition targets
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,213,5. Theorem and proposition targets
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,227,zeros may move or pair-create/annihilate only consistently with the index theorem.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,236,theorem class from any new M3A-specific channel statement.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,238,theorem/counterexample
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,269,"proposed winding/degree is invariant. If not, either fix the definition with bundle/trivialization"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,324," A formal Stage-5 definition document specifying X, its orientation/quotient structure, codomain, Phi, the meaning"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,326, A theorem/proof file separating standard topological theorems from M3A-specific reductions or obstruction
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,384, A known chiral/sublattice index becomes a new M3A theorem merely by renaming it.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,395, The zero meaning of Phi is weaker than exact darkness and cannot be promoted by theorem.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,theorem_like,405,Definition gate
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,counterexample,238,theorem/counterexample
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,scope_warning,65,Primary scope
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,scope_warning,163,"For every claim, label it SUPPORTED, REFINED, FALSIFIED, INCONCLUSIVE, or NOT TESTED. A negative"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,correction,195," If winding is used, justify a globally consistent phase convention/trivialization on the boundary, or formulate the"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,correction,347," Archive source/target/readout definitions. If they vary with parameters, archive their phase/gauge convention or"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_5_Obstruction_Index_Theory_Prompt_REVISED.pdf,7123c3d925d5d9430fcbb220b90358c46d029acc97196bcab198fbf7f0043d41,correction,355," For any optional open-system result, archive H, jumps, rates, vectorization convention, and tests under"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,theorem_like,126,12. Produce a five-tier claim ledger: theorem/identity; validated model result; numerical
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,theorem_like,142,B. Physical mapping theorem/proposition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,theorem_like,142,B. Physical mapping theorem/proposition
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,theorem_like,312,No theorem yet. A local detector may be parameterised by
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,theorem_like,344, CLAIM_LEDGER.md with five tiers: theorem/identity; validated model; numerical prediction; experimental
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,theorem_like,414,"Theorem, model, numerical prediction, experiment, and interpretation are explicitly separated."
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,scope_warning,69,2. Scope lock and application hierarchy
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,scope_warning,170,"questions, neutrino analogies, and measurement philosophy. Mark each as supported, analogy, conjecture, or out"
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,scope_warning,171,of scope. Do not use these to justify the application.
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,scope_warning,297,detector/coupling model is used. Do not claim
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,correction,97,"assumptions, and basis convention."
_HANDOFF_GENERATOR_WORK/M3A Prompts - copy/M3A_Stage_6_Physical_Validation_Applications_Interpretation_REVISED.pdf,e0036359c03cad30333d8f875c7b23639e636730ee62b2943185a475dc1eff4a,correction,144,"finite readout f(e^{tG}x0)=0, or an equivalent frequency-domain condition. Publish units and normalization."
